Review,AMBIENCE#GENERAL,DRINKS#PRICES,DRINKS#QUALITY,DRINKS#STYLE&OPTIONS,FOOD#PRICES,FOOD#QUALITY,FOOD#STYLE&OPTIONS,LOCATION#GENERAL,RESTAURANT#GENERAL,RESTAURANT#MISCELLANEOUS,RESTAURANT#PRICES,SERVICE#GENERAL,Review_processed
"@meetesaigon đang có khuyến mãi mua 1 gà trái tim 60k được tặng 1 món đồng giá hoặc thấp hơn 😚😚Gà ở đây cũng làm theo style gà Đài Loan giống của oppa chicken nhưng so sánh thì vị bên đây đậm đà ăn thích hơn. Gà nóng hổi nên lớp da cắn vào giòn rụm. Gà trái tim chủ yếu là từ phần thịt ức gà thường ăn sẽ khô, bở nhưng ở đây thịt vẫn rất mềm và dai. Gà viên 45k gia vị ướp thấm đều nhưng vì là mấy cục thịt gà nhỏ nhỏ thôi nên mình k thích lắm :( . Bánh khoai tây 28k vì được ướp hẳn gia vị vào trong nên rất ngon tiếc là khoai tây hơi bị bở :(( . Trà bí đao uống ngọt thanh rất thích hợp để giải nhiệt sau khi ăn đống đồ chiên này 🙄Điểm trừ của quán là k có tí rau củ ăn kèm nào nên ăn mấy đống đồ chiên này thì mình thấy hơi ngán :((( . Giá cả rất sinh viên 15 - 60k cho 1 quán ở Q.1 như thế này.",0,0,1,0,1,1,3,1,0,0,1,0,meetsaigon đang có khuyến_mãi mua 1 gà trái_tim 60k được tặng 1 món đồng giá hoặc thấp hơn gà ở đây cũng làm theo style gà đài_loan giống của oppa chicken nhưng so_sánh thì vị bên đây đậm_đà ăn thích hơn gà nóng_hổi nên lớp da cắn vào giòn_rụm gà trái_tim chủ_yếu là từ phần thịt ức gà thường ăn sẽ khô bở nhưng ở đây thịt vẫn rất mềm và dai gà viên 45k gia_vị ướp thấm đều nhưng vì là mấy cục thịt gà nhỏ nhỏ thôi nên mình không thích lắm bánh_khoai tây 28k vì được ướp hẳn gia_vị vào trong nên rất ngon tiếc là khoai_tây hơi bị bở trà bí_đao uống ngọt thanh rất thích_hợp để giải_nhiệt sau khi ăn đống đồ chiên này điểm trừ của quán là không có tí rau củ ăn kèm nào nên ăn mấy đống đồ chiên này thì mình thấy hơi ngán giá_cả rất sinh_viên 15 60k cho 1 quán ở q 1 như thế_này
"* Cập Nhật Giá : 1/12/2015 🐸 - Phần 1 con + cháo => 35.000₫ - Phần 2 con + cháo => 70.000₫ - Phần 3 con + cháo => 90.000₫* Có "" Nước Sâm ( 5k ) , Nước ngọt ( tuỳ loại ) , Trà Đá ( 2k )🎀 Quán lề đường, sạch sẽ, nấu ếch tại chỗ cho khách xem. Nhưng phụ vụ hơi lâu, gọi tính tiền cũng lâu nữa 😞 🎀 Ăn được . Ngon !",3,3,0,1,3,1,1,0,0,0,0,2,cập_nhật giá 1122015 phần 1 con cháo 35 000 phần 2 con cháo 70 000 phần 3 con cháo 90 000 có nước sâm 5k nước_ngọt loại trà đá 2k quán lề_đường sạch_sẽ nấu ếch tại_chỗ cho khách xem nhưng phụ vụ hơi lâu gọi tính tiền cũng lâu nữa ăn được ngon
"* Quán nằm ngay mặt tiền đường Kì Đồng quận 3, cực kì dễ kiếm* Quán có không gian rộng rãi với 2 lầu và 1 trệt* Món đặc trưng ở đây là bún bò, siêu ngon và đúng chuẩn bún bò Huế",1,0,0,0,0,1,1,1,0,0,0,0,quán nằm ngay mặt_tiền đường kì đồng quận 3 cực_kì dễ kiếm quán có không_gian rộng_rãi với 2 lầu và 1 trệt món đặc_trưng ở đây là bún_bò siêu ngon và đúng chuẩn bún_bò huế
"#3sacthai khác nhau, cơ mà nhìn kiểu nào cũng ngon không tưởng.",0,0,0,0,0,1,1,0,0,0,0,0,khác nhau cơ_mà nhìn kiểu nào cũng ngon không_tưởng
"#chungban phở thìn quá nổi tiếng rồi. Từ sáng sớm đến tối muộn lúc nào cũng nườm nượp khách. Chỉ có tái lăn. Vị thịt bò xào và nước dùng đặc biệt, không lẫn đi đâu được. Siêu nhiều thịt bò. Vừa no vừa ngon.",0,0,0,0,0,1,1,0,1,0,0,0,phở thìn quá nổi_tiếng rồi từ sáng sớm đến tối muộn lúc_nào cũng nườm_nượp khách chỉ có tái lăn vị thịt bò xào và nước dùng đặc_biệt không lẫn đi đâu được siêu nhiều thịt bò vừa no vừa ngon
"#dimsum cho bữa sáng. Tân Sanh Hoạt ở NTMK. Quán bình dân nhưng giá nhà hàng :)) Phần này 2ng mà giá 250-300k. Lúc tính tiền có tí choáng :)) Không dở nhưng cũng k xuất sắc, k xứng với số tiền bỏ ra.",3,0,0,0,2,3,0,3,0,0,2,0,cho bữa sáng tân_sáng hoạt ở một quán bình_dân nhưng giá nhà hàg phần này 2kg mà giá 250 300k lúc tính tiền có tí choáng không dở nhưng cũng không xuất_sắc không xứng với số tiền bỏ ra
"#firstmealoftheyear#vinciboTô này là tô lớn 25k ăn vậy với rau thôi không có bánh tráng như quán nào đó mình từng ăn. Thật ra thấy vậy cũng vừa rồi :3 quán do cô này ở Quảng Ngãi vô bán, mọi người hiền lắm :)) có ăn thêm Don 15k nữa mà quên chụp :)) à bàn có cả Greencross để rửa tay nữa",1,0,0,0,3,0,3,0,0,0,0,1,này là tô lớn 25k ăn vậy với rau thôi không có bánh_tráng như quán nào đó mình từng ăn thật_ra thấy vậy cũng vừa_rồi 3 quán do cô này ở quảng_ngãi vô bán mọi người hiền lắm có ăn thêm đống 15k nữa mà quên chụp à bàn có cả greencross để rửa tay nữa
#lozi #lozisaigon #anchinh #buffet đây là nước lẩu Shabu và miso nha !! Ở đây nhân viên cho điểm 10+,0,0,0,0,0,0,1,0,0,0,0,1,đây là nước lẩu shabu và miso nha ở đây nhân_viên cho điểm 10
#lozi #lozisaigon #anchinh chả ngon !!,0,0,0,0,0,2,0,0,0,0,0,0,chả ngon
#lozi #lozisaigon #chaovit #anchinh ngon - bổ - rẻ . Khuyết là hơi xa trung tâm,0,0,0,0,1,1,0,2,0,0,0,0,ngon bổ rẻ khuyết là_hơi xa trung_tâm
"#Lozi #Muondongbang Nhonnn, mà rẻ nữa ❤️ Nhiều thịt (vì mình k thic ăn cá), có cả rau sống và bún. Nc' chấm thì có gừng và lá chanh ớt ❤️",0,0,0,0,1,1,1,0,0,0,0,0,ngon mà rẻ nữa nhiều thịt vì mình không thích ăn cá có cả rau_sống và bún nước_chấm thì có gừng và lá chanh ớt
#lozi# ăn quên cả lối về <#3,0,0,0,0,0,1,0,0,0,0,0,0,ăn quên cả lối về
#lozi#nhonha#đang cảm ăn vào đỡ nhiều #đủ 5 món luôn toẹt vời,0,0,0,0,0,1,1,0,0,0,0,0,cảm ăn vào đỡ nhiều 5 món luôn toẹt vời
"#lozisaigon#oursaigon #lau #ngon. Tết nhất nên chỗ nào cũng đông, chỗ này đông nghẹt người. Về lẩu thì nước dùng ngon, hải sản ăn kèm khá ít cho giá 250k.",0,0,0,0,2,1,2,0,0,0,0,0,tết_nhất nên chỗ nào cũng đông chỗ này đông_nghẹt người về lẩu thì nước dùng ngon hải_sản ăn kèm khá ít cho giá 250k
"#lozisg #oursaigion #chungban - Vừa ngon vừa rẻ, 2 đứa ăn xong mà muốn lăn về nhà luôn cho nó lẹ chứ đi hổng có nổi luôn :)))) Quán chuyên về các món đặc trưng của đất nước xứ kim chi và cơm trộn Hàn Quốc thân yêu, vì là các dành cho lứa học sinh sinh viên của bọn mình nên giá cả khá là mềm. Ngoài các ""vị thượng đế"" học sinh sinh viên ra thì quán cũng thuộc list những quán phải tới của giới văn phòng. Không gian thì trẻ trung thoáng mát, phù hợp cho hội nhóm gặp mặt bạn bè, còn thực đơn lại phong phú giá cả vừa phải mà lại còn ngon ngon nữa :X",1,0,0,0,1,1,1,0,1,0,0,0,vừa ngon vừa rẻ 2 đứa ăn xong mà muốn lăn về nhà luôn cho nó lẹ chứ đi hổng có nổi luôn quán chuyên về các món đặc_trưng của đất_nước xứ kim chi và cơm trộn hàn_quốc thân_yêu vì là các dành cho lứa học_sinh sinh_viên của bọn mình nên giá_cả khá là mềm ngoài các vị thượng_đế học_sinh sinh_viên ra thì quán cũng thuộc list những quán phải tới của giới văn_phòng không_gian thì trẻ_trung thoáng mát phù_hợp cho hội nhóm gặp_mặt bạn_bè còn thực_đơn lại phong_phú giá_cả vừa_phải mà_lại còn ngon ngon nữa x
"#lozisg #oursaigon - Lần đầu tiên mình ăn móng này luôn, cảm giác lạ lắm. Khi chú chủ quán mang nồi lẩu ra thì mình hơi bất ngờ vì nồi lẩu chỉ toàn là .. lá quế, ớt và thịt gà :O Thịt gà trong lẩu là thịt gà đá nên khá là dai, mình phải nhai nhai mãi mới đứt í :( Nhưng được cái bù lại là nước lèo khá là ngon, chua chua cay cay như kiểu lẩu Thái í. Trông nồi lẩu ớt ớt thế thôi chứ ăn cũng không cay lắm đâu mà nước còn hơi ngọt ngọt nữa. Cái lạ nữa là lẩu chỉ cần ăn với .. lá quế thôi chứ chả cần thêm rau cỏ gì khác nữa. Nói chung là mình chấm món này 8.5/10 điểm đó :3 Đi nhiều nhiều mò nhiều quán kiếm được nhiều món lạ gê ^^",0,0,0,0,0,3,3,0,0,0,0,0,lần đầu_tiên mình ăn món này luôn cảm_giác lạ lắm khi chú chủ quán mang nồi lẩu ra thì mình hơi bất_ngờ vì nồi lẩu chỉ toàn là lá quế ớt và thịt gà do thịt gà trong lẩu là thịt gà đá nên khá là dai mình phải nhai nhai mãi mới đứt mí nhưng được_cái bù lại là nước_lèo khá là ngon chua_chua cay cay như kiểu lẩu thái í trông nồi lẩu ớt ớt thế thôi chứ ăn cũng không cay lắm đâu mà nước còn hơi ngọt ngọt nữa cái lạ nữa là lẩu chỉ cần ăn với lá quế thôi chứ chả cần thêm rau_cỏ gì khác nữa nói_chung là mình chấm món này 8 510 điểm đó 3 đi nhiều nhiều mò nhiều quán kiếm được nhiều món lạ hơn
"#lozisg #oursaigon - Lần đầu tiên mình ăn ở đây là được 1 người bạn mình quan tâm dẫn tới ăn, ta nói nó vừa ngon mà lại vừa siêu no luôn :P Miếng thịt bò siêu bự nè, nui xào hơi được giòn một tí nên ăn thích lắm, tặng thêm điểm cộng cho món này vì rau khá là nhiều và mình thì rất thích ăn rau nhiều 1 tí :3 Tuy giá có hơi cao hơn so với các quán khác nhưng được rất nhiều bò và ăn siêu thích luôn (y)",0,0,0,0,3,1,1,0,0,0,0,0,lần đầu_tiên mình ăn_ở đây là được 1 người bạn mình quan_tâm dẫn tới ăn ta nói nó vừa ngon mà_lại vừa siêu no luôn p miếng thịt bò siêu bự nè nui xào hơi được giòn một_tí nên ăn thích lắm tặng thêm điểm cộng cho món này vì rau khá là nhiều và mình thì rất thích ăn rau nhiều 1 tí 3 tuy giá có hơi cao hơn so với các quán khác nhưng được rất nhiều bò và ăn siêu thích luôn ý
"#lozisg #oursaigon - Sườn heo non, thịt khá dai nhưng bù lại được tẩm ướp các gia vị khá là kĩ lưỡng. Khi ăn thì thấy có vị cay cay the the của gia vị sả nhưng khi ướp thì lại không có sả, khó hiểu gê :( Nói chung là hôm nào trời mưa mà đi nhậu, ăn món này ngon quá trời luôn :P ^^",0,0,0,0,0,1,0,0,0,0,0,0,sườn heo non thịt khá dai nhưng bù lại được tẩm ướp các gia_vị khá là kĩ_lưỡng khi ăn thì thấy có vị cay cay the the của gia_vị sả nhưng khi ướp thì lại không có sả khó hiểu ghê nói_chung là hôm nào trời mưa mà đi nhậu ăn món này ngon quá_trời luôn ý
"#lozsg #oursaigon - Trời mưa lạnh như hôm nay thì phải ăn đồ nướng cay cay nó mới đã. Cho nên tớ xin giới thiệu với các cậu món cánh gà nướng sốt siêu cay blazing, đảm bảo siêu cay, cay chảy nước mắt luôn :3 1 phần 6 cái cánh gà được tẩm ướp mặn mặn, ăn kèm với sốt ớt cay được làm từ sate và ớt tươi, đảm bảo là cay xé họng thực khách luôn :P Nhưng mà nói cay vậy chứ món này ăn ngon miễn chê luôn nha, thịt cánh gà mềm mềm hơi mỡ 1 tẹo, tuy là cánh gà nướng nhưng thịt gà vẫn còn mềm chứ không có bị khô đâu nha, ướp và sốt chung với ớt và sate. Cái lạ là khi ăn miếng đầu tiên thì bạn sẽ cảm thấy nó chỉ hơi cay cay the the thôi, nhưng càng ăn thì độ cay nó sẽ tăng dần lên, kích thích lắm nhaaa :3 Ngoài ra sốt ăn kèm có 6 mức cay tăng dần: BBQ, fish sauce, gabay, satay, buffalo và blazing, phù hợp với khẩu vị của từng thực khách ^^",0,0,0,0,0,1,1,0,0,0,0,0,trời mưa lạnh như hôm_nay thì phải ăn đồ nướng cay cay nó mới đã cho_nên tớ xin giới_thiệu với các cậu món cánh_gà nướng sốt siêu cay blazing đảm_bảo siêu cay cay chảy nước_mắt luôn 3 1 phần 6 cái cánh_gà được tẩm ướp mặn mặn ăn kèm với sốt ớt cay được làm từ sate và ớt tươi đảm_bảo là cay xé họng thực_khách luôn p nhưng_mà nói cay vậy chứ món này ăn ngon miễn chê luôn nha thịt cánh_gà mềm mềm hơi mỡ 1 tẹo tuy là cánh_gà nướng nhưng thịt gà vẫn còn mềm chứ không có bị khô đâu nha ướp và sốt chung với ớt và sate cái lạ là khi ăn miếng đầu_tiên thì bạn sẽ cảm_thấy nó chỉ hơi cay cay the the thôi nhưng càng ăn thì độ cay nó sẽ tăng dần lên kích_thích lắm nha 3 ngoài_ra sốt ăn kèm có 6 mức cay tăng dần be fish sauce gabay satay buffalo và blazing phù_hợp với khẩu_vị của từng thực_khách
"#lozsisaigon #oursaigon bạch tuột nướng cũng siêu tươi luôn, đã. :D",0,0,0,0,0,1,0,0,0,0,0,0,bạch tuột nướng cũng siêu tươi luôn đãi da
#ocgach Ngon mê ly :D,0,0,0,0,0,1,0,0,0,0,0,0,ngon mê_ly đẹp_trai
"#oursaigon - Cơm tấm sườn chả [37k]: cơm tấm đúng là cơm tấm chứ không phải trá hình như nhiều chỗ khác, mỡ hành hơi ít, thịt sườn lớn, dày, chả mềm và có trứng muối khá ngon, không quá bở và mặn như những chỗ khác, nước mắm cũng ok, phần đồ xào kèm theo không bị nấu qua loa. Nói chung là không uổng 37k. Tuy nhiên có một số góp ý nhỏ, tại mình khó tính thôi, cơm nên khô hơn, mỡ hành thơm và nhiều hơn, sườn nóng và ướp nồng hơn, chả ngon,nhưng nếu mặt chả mịn hơn thì sẽ hấp dẫn hơn.- Trà tắc [free]: đặc biệt thứ 2 đến thứ 6, uống rất đã. Còn t7-cn thì free trà đáBonus: free cơm thêm, nếu ăn bì thì bì làm từ thịt nạc chứ không mỡ nha!Ngoài ra còn có những món thịt, cá, đậu hủ khác, thấy nhiều người ăn và nhìn cũng khá nhiều và hấp dẫn chứ không lèo tèo hay bị quá lửa như mấy chỗ cơm hộp 25-30k. Quán có ngồi bên ngoài và trong nhà, lúc nào cũng đông nhưng không gian khá thoáng, phục vụ nhanh (nên mình có thể châm chước cho việc đồ ăn không nóng như mong đợi).",1,1,1,1,1,1,3,0,0,0,0,1,cơm tấm sườn chả 37k cơm tấm đúng là cơm tấm chứ không phải trá_hình như nhiều chỗ khác mỡ hành hơi ít thịt sườn lớn dày chả mềm và có trứng muối khá ngon không quá bở và mặn như những chỗ khác nước_mắm cũng ok phần đồ xào kèm theo không bị nấu qua_loa nói_chung là không uổng 37k tuy_nhiên có một_số góp_ý nhỏ tại mình khó_tính thôi cơm nên khô hơn mỡ hành thơm và nhiều hơn sườn nóng và ướp nồng hơn chả ngon nhưng nếu mặt chả mịn hơn thì sẽ hấp_dẫn hơn trà tắc free đặc_biệt thứ 2 đến thứ 6 uống rất đã còn thứ 7 ăn thì free trà đá bonus free cơm thêm nếu ăn bì thì bì làm từ thịt nạc chứ không mỡ như ngoài_ra còn có những món thịt cá đậu hủ khác thấy nhiều người ăn và nhìn cũng khá nhiều và hấp_dẫn chứ không lèo_tèo hay bị quá_lửa như mấy chỗ cơm_hộp 25 30k quán có ngồi bên ngoài và trong nhà lúc_nào cũng đông nhưng không_gian khá thoáng phục_vụ nhanh
"#oursaigon - Quán này khá là thân thuộc đối với các bạn fans của các nhóm nhạc thần tượng HQ như SuJu, BigBang, blah blah .. Giá bình thường nhưng đồ ăn lại khá ngon, là một trong những quán mình đánh giá cao độ ngon của món tokbokki ^~^ Có thể gọi thêm mì ramen hoặc không, nhưng của mình là có thêm mì remen hen, còn không có mì ramen thì là 28.000/phần. Ăn khá là no nè :P",0,0,0,0,1,1,0,0,1,0,1,0,quán này khá là thân_thuộc đối_với các bạn fans của các nhóm nhạc thần_tượng họ như suju bigbang blah blah giá bình_thường nhưng đồ_ăn lại khá ngon là một trong những quán mình đánh_giá cao_độ ngon của món tokbokki có_thể gọi thêm mì ramen hoặc không nhưng của mình là có thêm mì remen hen còn không có mì ramen thì là 28 000 phần ăn khá là no nè p
"#oursaigon #hand mắc cười nhất là cả đám đi ăn ốc, cơ mà quán lạ ngu quá ko chịu hỏi giá, mới ăn lưng bụng thì kêu tính tiền vì sợ đắt, ai ngờ có 20k/ dĩa thôi, siêu đao lòng. 😪",0,0,0,0,1,1,0,0,0,0,0,0,mắc_cười nhất là cả đám đi ăn ốc cơ_mà quán lạ ngu quá không chịu hỏi giá mới ăn lưng bụng thì kêu tính tiền vì sợ đắt ai_ngờ có 20k dĩa thôi siêu_đao lòng
"#oursaigon #hand Xiên nướng đồng giá chỉ 5k hoyyy mà đa dạng lớm. Ở đây có mề gà nướng, chân gà nướng, bò cuộn phô ma, bạch tuột, răng mực, cá kèo, cá trứng...v.v lại có cả lẩu. Thích nhất là bạch tuột ở đây, ướp đều mà cay cay đậm đà giòn tươi. Với cả mề gà cũng ướp đậm ăn thích lớm. Giá cả vừa túi tiền mà đồ ăn không quá ít thì ok quá dòy",0,0,0,0,1,1,1,0,0,0,0,0,xiên nướng đồng giá chỉ 5k hay mà đa_dạng lắm ở đây có mề_gà nướng chân gà nướng bò cuộn phô_mai bạch tuột răng mực cá kèo cá trứng v v lại có cả lẩu thích nhất là bạch tuột ở đây ướp đều mà cay cay đậm_đà giòn tươi với cả mề_gà cũng ướp đậm ăn thích lắm giá_cả vừa túi_tiền mà đồ_ăn không quá ít thì ok quá hay
